,,vs mejor embedding,,,,,,,,,,,,,,,,,,,,
Embeddings,Pesos,Media (Diferencia),Media Ponderada (Diferecia),Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
FT+LEXVEC,"[1,2]",-0.002,-0.004,0.672,0.614,0.5016507907,0.7366337269,0.7722021138,0.8395870491,0.840895181,0.8400310247,0.7863412777,0.7347772383,0.8384712168,0.7387005149,0.7617656817,0.8407513891,0.4690087322,0.8287526889,0.6202928676,0.4084259683,0.5826263862
FT+LEXVEC,"[8,1]",0.000,0.001,0.674,0.619,0.5030816226,0.7263409697,0.7616730369,0.8355037072,0.8386529518,0.836622672,0.7857873271,0.7344000426,0.8341868981,0.735882502,0.763390293,0.8626941065,0.4475664713,0.8518972323,0.6249050766,0.425945129,0.5869052588
FT+LEXVEC,"[1,8]",-0.034,-0.037,0.640,0.581,0.4825551999,0.7216563056,0.7476992372,0.8159587607,0.8144070605,0.8153442583,0.7482650509,0.6872839493,0.8151818241,0.7225983024,0.7189032456,0.7696779659,0.4521577939,0.8022699902,0.5907156413,0.3631274443,0.5432268255
FT+SKE,"[1,1]",-0.006,-0.013,0.668,0.605,0.4750345353,0.7521020531,0.7594739568,0.83444114,0.8371658048,0.8354613868,0.7900637003,0.7386238096,0.8256376274,0.751897594,0.7613651542,0.8247533123,0.481883742,0.8280850578,0.6322638205,0.3948694191,0.5778215227
FT+SKE,"[2,1]",0.002,-0.001,0.676,0.617,0.4944241004,0.7409145494,0.7647423049,0.8385245659,0.8421227014,0.8397898124,0.7908854188,0.7403635592,0.8338519279,0.7436998908,0.7655136884,0.8538208563,0.4638864814,0.8525648633,0.6256053883,0.4169222973,0.5871095975
FT+SKE,"[1,2]",-0.031,-0.040,0.643,0.578,0.4443621347,0.7527772377,0.7402196991,0.8152519422,0.8169592128,0.8157825057,0.7721569502,0.7180422721,0.801718462,0.7440567497,0.7390218737,0.7628809688,0.4869496822,0.778235272,0.6164931296,0.3562777606,0.5521696471
FT+SKE,"[8,1]",0.000,0.001,0.674,0.619,0.5023703983,0.7275882843,0.7621002038,0.8358237199,0.8390896782,0.8369535871,0.7860398173,0.7343520495,0.8345692088,0.7365560105,0.7626124897,0.8603555898,0.4490727791,0.8518972323,0.624708114,0.4253559063,0.589361423
FT+SKE,"[1,8]",-0.061,-0.070,0.613,0.548,0.4154316559,0.7438071823,0.7166053385,0.7914529823,0.7924842448,0.7918891498,0.7451829249,0.6889757058,0.7724505332,0.7297053241,0.7113374773,0.7222301179,0.4744708575,0.7121397971,0.5861499374,0.3187169555,0.5185655505
FT+PDC,"[1,1]",-0.044,-0.056,0.630,0.562,0.4549904608,0.702245003,0.7220720903,0.8024193188,0.7995858748,0.8017716098,0.7871979165,0.7295924846,0.8223367008,0.7734364602,0.7094038448,0.8170383928,0.3812828963,0.8505619702,0.5481853845,0.3386931978,0.5281702298
FT+PDC,"[2,1]",-0.009,-0.018,0.665,0.600,0.4859556442,0.7254606914,0.7558729591,0.8297621164,0.8323376862,0.8307219649,0.8041458587,0.7540558384,0.8401962773,0.772538449,0.7485422759,0.854979187,0.4299573514,0.8917325522,0.584111921,0.3873493783,0.5677806415
FT+PDC,"[1,2]",-0.067,-0.081,0.607,0.537,0.4351888274,0.6815813093,0.6983735374,0.7833029738,0.7778437001,0.7817806453,0.7725398459,0.7086026308,0.8056355329,0.7697522687,0.6824477483,0.7921014998,0.3525966827,0.8396573295,0.5190431174,0.3092213968,0.4958873386
FT+PDC,"[8,1]",0.001,0.001,0.675,0.619,0.5031331379,0.7289668285,0.7640659911,0.8373842799,0.8410129154,0.8386440605,0.7903135988,0.7387516662,0.8371062313,0.7418418788,0.7642476017,0.8650763338,0.4478138356,0.8579059118,0.6242184429,0.4236773242,0.5863922083
FT+PDC,"[1,8]",-0.076,-0.092,0.598,0.526,0.4274625107,0.6728257391,0.6880986608,0.774892654,0.7688275596,0.7732638642,0.765617714,0.7003800643,0.797211069,0.7663076585,0.6721007895,0.7902437996,0.3426156341,0.8280850578,0.512171309,0.2968839024,0.4800280556
jointcHYB+UKB,"[1,1]",0.039,0.034,0.653,0.602,0.5467362262,0.626093829,0.6969694598,0.7837003203,0.7902390505,0.7861669223,0.7621359142,0.6797569078,0.8287628201,0.776777196,0.6760745617,0.8590661274,0.2989648863,0.8763770378,0.8156004954,0.563317541,0.351898408
jointcHYB+UKB,"[2,1]",0.037,0.030,0.651,0.598,0.5429058878,0.6251178574,0.6934354258,0.7795087706,0.785438577,0.781855648,0.7578943249,0.6716472,0.8254102493,0.773282324,0.6705579339,0.8608801169,0.3023777092,0.8750417757,0.815589553,0.5597278233,0.348475368
jointcHYB+UKB,"[1,2]",0.038,0.036,0.652,0.604,0.5462676234,0.621303826,0.6985400892,0.7855193821,0.7915749842,0.7878220451,0.7617086861,0.6832817754,0.8266389515,0.7803893457,0.6769303704,0.8558533988,0.2791254656,0.8828308047,0.8158576411,0.5654146453,0.3569098715
jointcHYB+UKB,"[8,1]",0.037,0.029,0.651,0.597,0.5411776693,0.6245739023,0.6923028031,0.7773143604,0.7834804444,0.7797139778,0.7562091474,0.6683015566,0.825401642,0.7729539468,0.6680685133,0.8632623442,0.3041756252,0.8772672126,0.8164512647,0.5580184207,0.3473994122
jointcHYB+UKB,"[1,8]",0.006,0.016,0.620,0.584,0.5288266914,0.5369019473,0.6832217001,0.7611509045,0.7630838784,0.7623866281,0.7263933458,0.6392203675,0.7920416258,0.7692211688,0.61064833,0.8243380617,0.1936419971,0.8797151931,0.7773815323,0.5494633118,0.3549609719
jointcHYB+LEXVEC,"[1,1]",0.006,0.010,0.657,0.607,0.5437705929,0.6309231755,0.6974301544,0.7826741051,0.7893145991,0.7851490658,0.7586823506,0.6719944001,0.8272285563,0.7750783464,0.6724518136,0.8632404889,0.3088856022,0.8772672126,0.817261,0.5585974307,0.388929161
jointcHYB+LEXVEC,"[2,1]",0.004,0.007,0.655,0.604,0.5416777711,0.6262001833,0.6936301507,0.7785343232,0.784966349,0.7810281072,0.756656973,0.6688782236,0.8256232817,0.7729070357,0.6685582969,0.8632623442,0.3044933777,0.8772672126,0.8163965528,0.5580766031,0.3838938235
jointcHYB+LEXVEC,"[1,2]",0.015,0.020,0.666,0.617,0.5504445708,0.6464973483,0.7132704544,0.7958991633,0.8035824822,0.7986381853,0.7665555152,0.68269386,0.8319654792,0.7778662022,0.6848876655,0.8661035327,0.3211090183,0.8777122999,0.8170722442,0.5596124055,0.4075803467
jointcHYB+LEXVEC,"[8,1]",0.003,0.006,0.654,0.603,0.5410997704,0.6247929565,0.6923568192,0.7772778815,0.7834083969,0.7796602989,0.7561406708,0.668250189,0.825378689,0.7729405436,0.6680160097,0.8632623442,0.3046884536,0.8772672126,0.8161147868,0.5578965437,0.3822205633
jointcHYB+LEXVEC,"[1,8]",0.038,0.041,0.689,0.638,0.5502333941,0.719328188,0.7804299041,0.8351798062,0.8420185074,0.8375888913,0.7839049045,0.7201633418,0.846590119,0.766109962,0.7378420429,0.8496464947,0.4327909798,0.8465561838,0.7535025453,0.5032888608,0.525660659
jointcHYB+SKE,"[1,1]",0.015,0.019,0.666,0.616,0.5437593631,0.6561565489,0.7173862283,0.7966500372,0.8051238749,0.7997349016,0.7711978695,0.6873938085,0.8314834665,0.7823512321,0.6898245036,0.8659942562,0.3264826556,0.8668076593,0.8176549254,0.5569229543,0.4091212756
jointcHYB+SKE,"[2,1]",0.006,0.010,0.657,0.607,0.5422997403,0.6331776828,0.6991293829,0.7832838821,0.7902778712,0.7859358601,0.7604979336,0.6743550603,0.8258685918,0.7754083991,0.675157999,0.8627378171,0.3107438511,0.8745966883,0.8170996001,0.5580084207,0.3875433351
jointcHYB+SKE,"[1,2]",0.028,0.033,0.679,0.630,0.5370474648,0.6998777958,0.7523588767,0.8161867373,0.8255072065,0.8193053636,0.7877563685,0.7158184672,0.8317022372,0.7865715498,0.7191762643,0.8509359572,0.3733752833,0.8269723394,0.8113220287,0.5427630578,0.4619741568
jointcHYB+SKE,"[8,1]",0.003,0.006,0.654,0.603,0.5410895276,0.6253899618,0.6928394815,0.7775636996,0.7836641463,0.7799704895,0.7562714856,0.6683428007,0.8254360714,0.7727311193,0.6680842644,0.8632623442,0.3046401874,0.8772672126,0.8158603767,0.5578883529,0.3793670574
jointcHYB+SKE,"[1,8]",-0.017,-0.022,0.634,0.575,0.4451711659,0.74082774,0.736176885,0.801449522,0.8034120807,0.8021305778,0.7584980642,0.7002053395,0.7848365394,0.7410812499,0.7194267814,0.7434516105,0.4729203058,0.7268276804,0.653642476,0.3747615735,0.5247954207
jointcHYB+PDC,"[1,1]",0.027,0.021,0.678,0.618,0.5358328047,0.6792727365,0.7406434753,0.8100446018,0.8105917842,0.8105583635,0.8087908048,0.7457954024,0.8477076426,0.8058972205,0.7257737162,0.88656009,0.370585899,0.8877267658,0.766091742,0.5266938855,0.440297937
jointcHYB+PDC,"[2,1]",0.015,0.015,0.666,0.612,0.5444807039,0.6526090378,0.7149838743,0.7972614946,0.8010027149,0.7988317749,0.7865788995,0.7104758612,0.8415304197,0.792690089,0.7018688287,0.876747062,0.3231160879,0.8774897562,0.8075523822,0.5537901437,0.3927036973
jointcHYB+PDC,"[1,2]",0.002,-0.010,0.653,0.587,0.4914332089,0.6821846603,0.7351945936,0.7988570977,0.7939184065,0.7975711534,0.797587389,0.7381952463,0.8314963775,0.7921288319,0.7118745141,0.8418004434,0.4074994892,0.8559030186,0.6590261221,0.4314668564,0.4798379265
jointcHYB+PDC,"[8,1]",0.002,0.003,0.653,0.600,0.5417040463,0.626768506,0.6940779631,0.7789137685,0.7849967069,0.7812992154,0.7584492303,0.6711372734,0.826065844,0.7742339478,0.6712209793,0.8632623442,0.3061525285,0.8772672126,0.816905373,0.5577886079,0.3641333502
jointcHYB+PDC,"[1,8]",-0.050,-0.068,0.601,0.529,0.4326647694,0.6729196558,0.6925894706,0.7766694167,0.770328139,0.7749864373,0.768680061,0.7036368455,0.8013146329,0.7701476617,0.6744131979,0.7909213138,0.3457227709,0.8280850578,0.5262732884,0.3084536648,0.4676603326
UKB+LEXVEC,"[1,1]",0.028,0.050,0.657,0.620,0.5392687259,0.6156952252,0.7050811142,0.7844478691,0.7859714908,0.7855377385,0.7367978232,0.6521402578,0.802744891,0.7753263048,0.6272927201,0.8385221489,0.2950211353,0.8901747464,0.7854050252,0.5512559343,0.4831431905
UKB+LEXVEC,"[2,1]",0.010,0.035,0.639,0.605,0.5290240263,0.5716716682,0.6859094255,0.7634547371,0.7644289831,0.764420328,0.7176057058,0.6273237048,0.7847626594,0.7677619005,0.5952272736,0.8258023666,0.2790771994,0.8732614262,0.7709227984,0.5471360998,0.4653840025
UKB+LEXVEC,"[1,2]",0.060,0.076,0.689,0.646,0.5577405179,0.7031082747,0.7500700272,0.8240106706,0.8281648193,0.8254373367,0.7786660404,0.7085891327,0.8363193742,0.7876454774,0.697931809,0.8570335848,0.350828933,0.8919550959,0.7931057181,0.5511576864,0.5199054453
UKB+LEXVEC,"[8,1]",0.005,0.030,0.634,0.600,0.5249980983,0.5564782386,0.6793019997,0.7551252487,0.7562065175,0.7561591262,0.7110597856,0.6190302736,0.778956988,0.7661384437,0.5861291504,0.8232890075,0.2769052203,0.8732614262,0.7680832534,0.5453686574,0.4581070635
UKB+LEXVEC,"[1,8]",0.028,0.031,0.657,0.601,0.5091996985,0.7310355331,0.7627737029,0.8213673413,0.820903021,0.8211434029,0.7614608337,0.7022521699,0.8235524919,0.73593779,0.7267060301,0.7820699189,0.4530989849,0.8091688445,0.6469019761,0.4081241375,0.5432358327
UKB+SKE,"[1,1]",0.170,0.068,0.680,0.636,0.5275670997,0.7085874229,0.7505318869,0.8179606423,0.8230063529,0.8198109167,0.7888987808,0.7244039814,0.8262322532,0.8035784751,0.7124925564,0.8461933579,0.345680538,0.8547903002,0.7941452433,0.5366203047,0.5093542671
UKB+SKE,"[2,1]",0.142,0.050,0.652,0.618,0.5307548929,0.6161018589,0.7088478651,0.7876214127,0.7909663017,0.7892225426,0.7501263304,0.6705298609,0.8057911828,0.7928660053,0.6426222702,0.8391559525,0.2595233538,0.8656949409,0.7881378821,0.5484970832,0.4725019627
UKB+SKE,"[1,2]",0.162,0.048,0.672,0.616,0.4914051222,0.7480123637,0.7594685106,0.8179385332,0.8212480795,0.8189612382,0.7920128262,0.7370400376,0.8160791424,0.7846565744,0.7433594208,0.802220502,0.4749273754,0.7831312331,0.7322032219,0.4601988926,0.5345211451
UKB+SKE,"[8,1]",0.120,0.031,0.630,0.599,0.5255425538,0.5463080807,0.6809986623,0.7574141902,0.7586699909,0.7584335827,0.7183226633,0.6284166725,0.7825656281,0.7764622219,0.5929531178,0.825168563,0.2312594695,0.8741516009,0.7692787073,0.5456251384,0.4502612072
UKB+SKE,"[1,8]",0.107,-0.015,0.617,0.553,0.420754777,0.743385065,0.720062145,0.7927657936,0.7937016278,0.7931748846,0.7478640131,0.6912617518,0.7743362646,0.7312785191,0.7126418166,0.7264044795,0.4768439459,0.7110270787,0.5984956665,0.3297379734,0.5190750393
UKB+PDC,"[1,1]",0.054,0.018,0.650,0.586,0.4935774016,0.6907049311,0.7301156028,0.8002123138,0.7940964726,0.7983888648,0.7994700845,0.746263335,0.8253248929,0.7946167921,0.7175404022,0.825758656,0.4064275772,0.8592411739,0.6338997048,0.4211152665,0.4922059043
UKB+PDC,"[2,1]",0.084,0.057,0.680,0.625,0.5345982726,0.6901411774,0.7394955093,0.8120687096,0.8098383044,0.811726508,0.8100417974,0.7583051018,0.8337450531,0.815363197,0.7276015914,0.8641584114,0.3716296556,0.9077556976,0.7389245727,0.5224077792,0.4852786548
UKB+PDC,"[1,2]",0.019,-0.024,0.615,0.544,0.4498240342,0.6780013081,0.7038006216,0.7830952637,0.7767879377,0.7813038935,0.7786193891,0.7189661391,0.8076525267,0.7768358348,0.6902452825,0.8020456596,0.3619462486,0.8398798732,0.5536374204,0.3365432321,0.4765838228
UKB+PDC,"[8,1]",0.045,0.034,0.641,0.602,0.5286793913,0.5820705259,0.6882207795,0.7663926465,0.7671481399,0.7673695461,0.7330183823,0.6465468129,0.7924626696,0.78374516,0.6137775443,0.8306760976,0.2726678498,0.8930678143,0.7727009335,0.5464737312,0.4385468558
UKB+PDC,"[1,8]",0.001,-0.044,0.597,0.524,0.4284657535,0.6727209078,0.6884551721,0.7748763637,0.7687988162,0.7732578736,0.7662539183,0.7009826026,0.7974119077,0.7673748845,0.6731426109,0.7905497738,0.3436976015,0.8280850578,0.514950671,0.2985862395,0.4654237481
LEXVEC+SKE,"[1,1]",-0.008,-0.016,0.621,0.554,0.4247158355,0.7498229245,0.7256120287,0.7970173597,0.7981444807,0.7973546911,0.7508486078,0.6972920088,0.7809847411,0.7331214526,0.717055119,0.7292675233,0.4768258461,0.7337265347,0.5946165963,0.3237204263,0.5251400843
LEXVEC+SKE,"[2,1]",0.000,-0.005,0.629,0.565,0.4441353168,0.7506293385,0.7388917624,0.8055551913,0.8068762364,0.8059219903,0.7585729519,0.7071193443,0.7973946929,0.7339490973,0.727056304,0.7473855638,0.4777268152,0.740625389,0.5910056142,0.3350817815,0.5338244562
LEXVEC+SKE,"[1,2]",-0.016,-0.022,0.613,0.548,0.4159576719,0.7450768338,0.7183036245,0.791538306,0.7926096977,0.7919319008,0.7452691344,0.6900934199,0.7729332632,0.7292730724,0.7118932654,0.7167881492,0.4743884028,0.710804535,0.5851268258,0.317587716,0.5182282096
LEXVEC+SKE,"[8,1]",0.002,0.002,0.631,0.572,0.4733194242,0.7235574832,0.7409792495,0.8089402553,0.8078389804,0.8085195585,0.7426093257,0.6820800734,0.8077156474,0.7204806043,0.709538104,0.7473855638,0.4498490605,0.7842439516,0.5874657574,0.3501811166,0.5348089173
LEXVEC+SKE,"[1,8]",-0.019,-0.025,0.610,0.545,0.4124217712,0.7427182568,0.7146554576,0.7891022486,0.7900636734,0.7895156299,0.7429710783,0.6863912028,0.770634378,0.7287067892,0.7090580711,0.7135535653,0.4712893103,0.7123623408,0.5820602266,0.315111698,0.5149549395
LEXVEC+PDC,"[1,1]",-0.027,-0.041,0.602,0.529,0.4306788599,0.6768712623,0.693481469,0.7785430108,0.7724487626,0.7769466966,0.7687062513,0.7042720041,0.8009839664,0.7683432623,0.6767983613,0.7903093655,0.348309035,0.8352064558,0.5135774035,0.3008217535,0.4824197683
LEXVEC+PDC,"[2,1]",-0.015,-0.028,0.614,0.542,0.4408776049,0.6907879331,0.7087616829,0.7890703551,0.7847866624,0.7879311567,0.7781676076,0.71791779,0.8113988847,0.7705279761,0.6927804561,0.8052802434,0.3737211911,0.8394347858,0.5243857296,0.3119743172,0.4978307068
LEXVEC+PDC,"[1,2]",-0.031,-0.044,0.598,0.526,0.4279000298,0.6732531868,0.6892131646,0.7754041749,0.769346879,0.7737473444,0.76617412,0.7012754354,0.7976565004,0.7669694391,0.6724653145,0.7905716291,0.3448942011,0.8285301452,0.5115475939,0.2973225177,0.4770749502
LEXVEC+PDC,"[8,1]",0.018,0.008,0.647,0.578,0.4794121818,0.7276250895,0.7536275214,0.8196038538,0.8205915614,0.8199599786,0.7819868795,0.7286982383,0.8303494454,0.7563541423,0.7374857685,0.8036848068,0.4469812436,0.8429954848,0.5732215272,0.3521306932,0.5344362475
LEXVEC+PDC,"[1,8]",-0.032,-0.046,0.597,0.524,0.4269467316,0.6721650228,0.6876945221,0.7743725896,0.7681667921,0.7727214018,0.7651983976,0.6998986336,0.7964579241,0.7664098575,0.6710792196,0.7900689573,0.343490459,0.8280850578,0.5108992585,0.296199998,0.4752969309
SKE+PDC,"[1,1]",0.005,-0.005,0.615,0.540,0.4330717103,0.700228841,0.7093983421,0.7893010828,0.7869558118,0.7888385516,0.7784596559,0.7210013462,0.8076984327,0.7744316443,0.6877926144,0.8107440675,0.3841326134,0.8291977763,0.5264593087,0.3074033604,0.4951022664
SKE+PDC,"[2,1]",0.024,0.010,0.634,0.555,0.4365446612,0.7286256826,0.731894507,0.8042816738,0.8070593261,0.8053351379,0.7866041349,0.7349587122,0.8135292089,0.7761656772,0.7092740859,0.8138475195,0.4411008111,0.8403249606,0.5555824266,0.3199919874,0.5143695731
SKE+PDC,"[1,2]",-0.008,-0.016,0.602,0.529,0.428811213,0.6816858867,0.6942187375,0.7789652422,0.7736756887,0.7776403797,0.769314492,0.7065775473,0.8007278971,0.7681036809,0.6768883675,0.7897848384,0.3529606904,0.830087951,0.515467698,0.2996456149,0.4834535157
SKE+PDC,"[8,1]",0.006,0.005,0.616,0.550,0.4183439625,0.7451501904,0.7206626713,0.795142521,0.7969535243,0.795825853,0.7530978301,0.6985911968,0.7782841786,0.739585123,0.7126283157,0.7273442572,0.4729343834,0.7225993504,0.5834334941,0.3184245304,0.5177402569
SKE+PDC,"[1,8]",-0.012,-0.020,0.598,0.525,0.4270746292,0.6727115162,0.687974251,0.7745937775,0.7685284221,0.7729716885,0.7655031318,0.7004063105,0.7969012037,0.7665556168,0.6713252364,0.7902437996,0.3433979488,0.8280850578,0.5116433396,0.2964227636,0.4786588281
GLOVE+W2V+FT,[1 1 1],,,0.669,0.609,0.4881765562,0.7347548863,0.7499290041,0.8276394966,0.828973469,0.8281964583,0.770542841,0.7175582167,0.8246549526,0.7204102378,0.7424601092,0.8474828204,0.4799772269,0.8554579313,0.6109562904,0.4157030002,0.5783108253
GLOVE+W2V+jointcHYB,[1 1 1],,,0.664,0.613,0.5491569466,0.6472700032,0.7086256215,0.7928009116,0.8000348813,0.7955128783,0.7642880143,0.6802732084,0.8311944023,0.7758691324,0.6769498717,0.8702341837,0.3242764879,0.8732614262,0.8179202778,0.5609647926,0.3946249823
GLOVE+W2V+UKB,[1 1 1],,,0.685,0.638,0.5489013199,0.6868672937,0.731106142,0.8094767721,0.8135636894,0.8111756829,0.7583998508,0.6920292663,0.8131928042,0.7695093365,0.664778788,0.8642239773,0.3953746166,0.8881718532,0.7904904917,0.5561733042,0.4993284213
GLOVE+W2V+LEXVEC,[1 1 1],,,0.627,0.567,0.4545301209,0.711212774,0.70089928,0.7905041318,0.7884941675,0.7899534704,0.7102778982,0.6458276664,0.7885133211,0.6719678935,0.675377764,0.7809115882,0.4853689641,0.796706398,0.5681661522,0.3695776261,0.532715272
GLOVE+W2V+SKE,[1 1 1],,,0.633,0.566,0.4342501292,0.7447988913,0.7189735888,0.7982293018,0.7970662531,0.7978932028,0.7527049767,0.7005521645,0.7938957968,0.7243340107,0.7132666094,0.7792505857,0.4984591607,0.7726716799,0.5848259107,0.3528174959,0.531465018
GLOVE+W2V+PDC,[1 1 1],,,0.611,0.538,0.4359946991,0.6882176629,0.6995943453,0.7847179386,0.7811753026,0.7838109013,0.7716482869,0.7086348761,0.8071346499,0.7667968735,0.6838098416,0.7959917425,0.3778640403,0.8376544363,0.5215790117,0.3136248992,0.4904371366
GLOVE+FT+jointcHYB,[1 1 1],,,0.677,0.628,0.5575164624,0.6632223808,0.7270123359,0.8094561334,0.8168050645,0.8121118033,0.7794854399,0.7011190829,0.8413173873,0.7807763617,0.703844464,0.8820797542,0.3308688468,0.8821631737,0.8218540599,0.5650787748,0.4258488768
GLOVE+FT+UKB,[1 1 1],,,0.712,0.664,0.565306782,0.7234742274,0.7695244297,0.840492067,0.8458548265,0.842592533,0.8057194549,0.7563745046,0.8431909249,0.7895269449,0.756237053,0.8906688856,0.4518058528,0.8841660668,0.7863624826,0.5580239973,0.5551649328
GLOVE+FT+LEXVEC,[1 1 1],,,0.675,0.619,0.5029939322,0.7327836519,0.7676203171,0.8386331316,0.8408046595,0.839421745,0.7870535974,0.7357097291,0.8359808176,0.7349208258,0.7640150858,0.8574051248,0.4573665217,0.8496717954,0.622875267,0.4211703335,0.5875814763
GLOVE+FT+SKE,[1 1 1],,,0.668,0.605,0.4750345353,0.7521020531,0.7594739568,0.83444114,0.8371658048,0.8354614698,0.7900637003,0.7386238096,0.8256376274,0.751897594,0.7613651542,0.8247533123,0.481883742,0.8280850578,0.6322638205,0.3948704971,0.5784819929
GLOVE+FT+PDC,[1 1 1],,,0.630,0.562,0.4549904608,0.7022592175,0.7220720903,0.8024193188,0.7995858748,0.8017716098,0.7871979165,0.7295924846,0.8223367008,0.7734364602,0.7094038448,0.8170383928,0.3812828963,0.8505619702,0.5481853845,0.3386849668,0.5269932697
GLOVE+jointcHYB+UKB,[1 1 1],,,0.659,0.610,0.5467362262,0.6310653196,0.6968404286,0.7837003203,0.7902390505,0.7861669223,0.7631394637,0.6813646763,0.8293854199,0.7773015944,0.6785482312,0.8590661274,0.3127690205,0.8763770378,0.8156004954,0.563317541,0.3953345757
GLOVE+jointcHYB+LEXVEC,[1 1 1],,,0.657,0.605,0.5437705929,0.6309231755,0.6974359932,0.7826754653,0.7893145991,0.7851502421,0.7586823506,0.6719944001,0.8272285563,0.7750783464,0.6724518136,0.8632404889,0.3088856022,0.8772672126,0.817261,0.5585974307,0.3804628864
GLOVE+jointcHYB+SKE,[1 1 1],,,0.666,0.615,0.5437593631,0.6561565489,0.7173862283,0.7966500372,0.8051238749,0.7997349016,0.7711978695,0.6873938085,0.8314834665,0.7823512321,0.6898245036,0.8659942562,0.3264826556,0.8668076593,0.8176549254,0.5569229543,0.4031479086
GLOVE+jointcHYB+PDC,[1 1 1],,,0.679,0.621,0.5358328047,0.6792298394,0.7406434753,0.8100446018,0.8105917842,0.8105583635,0.8087908048,0.7457954024,0.8477076426,0.8058972205,0.7257737162,0.88656009,0.370585899,0.8877267658,0.766091742,0.5267368984,0.4540855673
GLOVE+UKB+LEXVEC,[1 1 1],,,0.657,0.618,0.5392687259,0.6169369556,0.7042716062,0.7844482878,0.7859724091,0.7855378699,0.7382505624,0.6543486899,0.8033431032,0.7739826387,0.6311179822,0.8385221489,0.3039383164,0.8901747464,0.7854050252,0.5512555789,0.4691023731
GLOVE+UKB+SKE,[1 1 1],,,0.683,0.636,0.5275695973,0.7123775943,0.7503907329,0.8179606423,0.8230063529,0.8198109167,0.7883576525,0.7240564064,0.8262795937,0.7990750158,0.7140564135,0.8461933579,0.3766071079,0.8547903002,0.7941452433,0.5366205591,0.5062741756
GLOVE+UKB+PDC,[1 1 1],,,0.651,0.589,0.4935774016,0.6900378691,0.7300891185,0.8002122523,0.7940964726,0.7983888388,0.8000016643,0.7475242785,0.8257466541,0.7938109276,0.7193862786,0.825758656,0.4067775072,0.8592411739,0.6338997048,0.4210150643,0.5074378215
GLOVE+LEXVEC+SKE,[1 1 1],,,0.621,0.555,0.4247158355,0.7498229245,0.7256120287,0.7970172171,0.7981444807,0.7973547531,0.7508486078,0.6972920088,0.7809847411,0.7331214526,0.717055119,0.7292675233,0.4768258461,0.7337265347,0.5946165963,0.3237216363,0.5254138522
GLOVE+LEXVEC+PDC,[1 1 1],,,0.602,0.530,0.4306788599,0.676812374,0.693481469,0.7785437452,0.7724487626,0.7769470116,0.7687062513,0.7042720041,0.8009839664,0.7683432623,0.6767983613,0.7903093655,0.348309035,0.8352064558,0.5135774035,0.3006606724,0.484381825
GLOVE+SKE+PDC,[1 1 1],,,0.615,0.540,0.4330717103,0.700228841,0.7093983421,0.7893006829,0.7869558118,0.7888382753,0.7784596559,0.7210013462,0.8076984327,0.7744316443,0.6877926144,0.8107440675,0.3841326134,0.8291977763,0.5264593087,0.3072456728,0.4966405651
W2V+FT+jointcHYB,[1 1 1],,,0.683,0.635,0.5607407796,0.674759153,0.7363408446,0.8165391701,0.8246099379,0.8195186188,0.7823520422,0.707343937,0.840892757,0.7800860993,0.7070231818,0.8868879194,0.3493889913,0.8803828242,0.8171296916,0.5652444219,0.4442024766
W2V+FT+UKB,[1 1 1],,,0.715,0.662,0.5586425776,0.7418237641,0.7743635163,0.841529582,0.8468473882,0.843324035,0.8016026784,0.7562312753,0.841694677,0.7764689235,0.7526975605,0.8907563068,0.4982741402,0.8863915037,0.7654051083,0.5438206198,0.5633191085
W2V+FT+LEXVEC,[1 1 1],,,0.670,0.610,0.4892642515,0.7377427049,0.7540343177,0.8295685383,0.8306356271,0.8300169771,0.7720314554,0.7202435802,0.8277622133,0.722558093,0.7450605374,0.8464556215,0.4819561413,0.8607989798,0.6084258673,0.4132106622,0.5797854092
W2V+FT+SKE,[1 1 1],,,0.667,0.602,0.4711033388,0.7522279522,0.7514338219,0.8281926774,0.82954078,0.8287313709,0.7821084185,0.7320056372,0.8222441715,0.7410326634,0.7531063385,0.8296051881,0.5006532618,0.8267497957,0.6200466643,0.3957396518,0.5747054516
W2V+FT+PDC,[1 1 1],,,0.638,0.568,0.4586728792,0.7097880331,0.7265634107,0.8063576656,0.805363227,0.8062469148,0.7874163048,0.7300120492,0.8252373846,0.7714494429,0.7131158491,0.8266110125,0.3999538727,0.8659174845,0.5505735567,0.3473497164,0.5334827739
W2V+jointcHYB+UKB,[1 1 1],,,0.669,0.619,0.5531680159,0.6546698737,0.7105355337,0.7962436753,0.80291339,0.7987097348,0.7704959169,0.6914151047,0.8352477565,0.7811482992,0.6872368264,0.8708242767,0.3319206478,0.8763770378,0.8178327389,0.5659009036,0.4082875328
W2V+jointcHYB+LEXVEC,[1 1 1],,,0.667,0.617,0.550922243,0.6518028776,0.7131351524,0.7963224218,0.8036050796,0.7990954435,0.7671477963,0.6835558609,0.832953175,0.7762444207,0.6813466729,0.872987951,0.3274278687,0.8732614262,0.8173676882,0.5611894262,0.4063727207
