Embeddings,Weigths,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
W2V+FT+UKB+LEXVEC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+UKB+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+UKB+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+LEXVEC+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
W2V+FT+LEXVEC+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9926253687
W2V+FT+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
W2V+jointcHYB+UKB+LEXVEC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+jointcHYB+UKB+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+jointcHYB+UKB+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9926253687
W2V+jointcHYB+LEXVEC+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+jointcHYB+LEXVEC+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+jointcHYB+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+UKB+LEXVEC+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+UKB+LEXVEC+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+UKB+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+LEXVEC+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
FT+jointcHYB+UKB+LEXVEC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
FT+jointcHYB+UKB+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+jointcHYB+UKB+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
FT+jointcHYB+LEXVEC+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+jointcHYB+LEXVEC+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
FT+jointcHYB+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+UKB+LEXVEC+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+UKB+LEXVEC+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
FT+UKB+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+LEXVEC+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
jointcHYB+UKB+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UKB+LEXVEC+SKE+PDC,[1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+UKB,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+jointcHYB+LEXVEC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+jointcHYB+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+UKB+LEXVEC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+UKB+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+UKB+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
GLOVE+W2V+FT+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9926253687
GLOVE+W2V+FT+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
GLOVE+W2V+jointcHYB+UKB+LEXVEC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+jointcHYB+UKB+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+jointcHYB+UKB+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+jointcHYB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+jointcHYB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+jointcHYB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+UKB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+UKB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+UKB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
GLOVE+FT+jointcHYB+UKB+LEXVEC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+FT+jointcHYB+UKB+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+jointcHYB+UKB+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+FT+jointcHYB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+jointcHYB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+FT+jointcHYB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+UKB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+UKB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+FT+UKB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
GLOVE+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+UKB+LEXVEC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+jointcHYB+UKB+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+UKB+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+jointcHYB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+jointcHYB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+UKB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+UKB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+UKB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
W2V+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
FT+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+jointcHYB+UKB+SKE,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+UKB+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+jointcHYB+LEXVEC+SKE,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+LEXVEC+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+jointcHYB+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+UKB+LEXVEC+SKE,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+UKB+LEXVEC+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+UKB+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995083579
GLOVE+W2V+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+FT+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+FT+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FT+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC+SKE,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+W2V+FT+jointcHYB+UKB+SKE+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+LEXVEC+SKE+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+FT+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W2V+FT+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC+SKE+PDC,[1 1 1 1 1 1 1 1],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLOVE+jointcHYB,"[50,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+jointcHYB,"[25,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+jointcHYB,"[100,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+UKB,"[50,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9980334317
GLOVE+UKB,"[25,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9980334317
GLOVE+UKB,"[100,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9980334317
GLOVE+jointcHYB,"[1000,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
GLOVE+UKB,"[400,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9980334317
FT+UKB,"[1,1.2]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+jointcHYB,"[2.20111231611,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9847590954
GLOVE+jointcHYB,"[408.272727273,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
W2V+UKB,"[2.41470588235,1]",1,0.9895470383,1,1,1,1,1,1,1,1,1,1,0.9652777778,1,1,1,0.9734513274
LEXVEC+jointcHYB,"[1.69343891403,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985250737
LEXVEC+UKB,"[1.85746606335,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9980334317
GLOVE+FT,"[541.636363636,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9847590954
LEXVEC+FT,"[2.24660633484,1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9886922321
