Embeddings,Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,
W2V+FT+LEXVEC,0.666,0.601,0.482159531,0.7374700928,0.7632613793,0.8331210095,0.8359334228,0.8341525432,0.7685853943,0.7175180975,0.8261633942,0.7399537096,0.7254309427,0.852990355,0.4782235549,0.8512296012,0.6054686918,0.3887756971,0.5651202003
W2V+jointcHYB+UKB,0.705,0.651,0.569280274,0.7372469773,0.7545526417,0.8285016768,0.837157396,0.8316049072,0.7952065336,0.7403358132,0.8503013302,0.7943671584,0.7223009783,0.8972036192,0.4194353191,0.8910649211,0.80278698,0.5626858095,0.494529577
W2V+jointcHYB+LEXVEC,0.684,0.619,0.5256913283,0.723418385,0.7692739344,0.8286230743,0.8362565862,0.8312819489,0.7889450229,0.7341068348,0.8421967736,0.7760936352,0.7275738395,0.8852269169,0.4557455817,0.8683654651,0.6909532224,0.4597374341,0.520896038
W2V+UKB+LEXVEC,0.698,0.638,0.5372956712,0.7562998736,0.781527127,0.8388626859,0.8446379416,0.8408588948,0.7970350753,0.7442450005,0.851672054,0.781317514,0.7402594585,0.8866256558,0.4446383216,0.8679203777,0.7342412383,0.4815834599,0.5545853593
FT+jointcHYB+UKB,0.722,0.668,0.5809814729,0.7423314217,0.7711162021,0.8462086461,0.8528560018,0.8485932141,0.8139961126,0.7611453179,0.8674371703,0.8079546044,0.7509041876,0.9094425851,0.4377925651,0.9048626297,0.8278313295,0.5692855456,0.5357310644
FT+jointcHYB+LEXVEC,0.699,0.641,0.5483462665,0.7377295058,0.7934926048,0.8507961679,0.853659922,0.8518550618,0.8062877283,0.7507473146,0.8581326028,0.7833614947,0.752720062,0.8925047305,0.4353088667,0.8652498535,0.7262396302,0.4795845162,0.5502341003
FT+UKB+LEXVEC,0.718,0.658,0.5561309952,0.7669929189,0.8027761044,0.8575268693,0.8602900503,0.8585164535,0.8175789904,0.7703862378,0.867824502,0.7930017123,0.7746080614,0.895936012,0.4685642809,0.8814955426,0.7658291251,0.4953861548,0.5879735301
jointcHYB+UKB+LEXVEC,0.700,0.647,0.5680377559,0.735031052,0.7664275384,0.8383997706,0.8468015993,0.8413404038,0.8107412947,0.7557592182,0.8645465284,0.8053242357,0.7521882756,0.8881992372,0.3489525844,0.8952932512,0.8216023854,0.5534858561,0.4700933418
GLOVE+W2V+FT+jointcHYB,0.690,0.625,0.5166158038,0.7326128251,0.7798601563,0.8450694225,0.8512389904,0.8473099985,0.8021215723,0.7494200057,0.8513571677,0.7892086201,0.7397209216,0.8952584978,0.4519687513,0.8717036204,0.6922909271,0.4474931327,0.5487451754
GLOVE+W2V+FT+UKB,0.706,0.640,0.5298286222,0.7590056885,0.7907020708,0.8531221149,0.8581172276,0.8550596179,0.8121833942,0.7666034073,0.8596496519,0.793923179,0.756383313,0.9069510813,0.4659136619,0.889729659,0.7182517001,0.4637737487,0.5735976497
GLOVE+W2V+FT+LEXVEC,0.663,0.597,0.4743881203,0.734882816,0.7657492609,0.8391244631,0.8411570344,0.8400081764,0.7854540838,0.7341428296,0.8363466308,0.7618259793,0.7422545951,0.8496027841,0.449881238,0.8389896985,0.6233813516,0.3783212587,0.557572172
GLOVE+W2V+jointcHYB+UKB,0.710,0.650,0.5535200834,0.7490888516,0.7790215455,0.8448194493,0.8536221217,0.8479888544,0.8152125942,0.7647196785,0.8594043418,0.81235754,0.7509521909,0.8996514124,0.4498530827,0.8788250184,0.7815013347,0.5204737906,0.5297501062
GLOVE+W2V+jointcHYB+LEXVEC,0.678,0.613,0.5059063471,0.7306928642,0.7754793554,0.8364220019,0.843124368,0.838781831,0.7978678427,0.7487447278,0.8438909911,0.7864391937,0.7432844157,0.8739058735,0.4389087211,0.852119776,0.6855203356,0.4285197024,0.5336386229
GLOVE+W2V+UKB+LEXVEC,0.691,0.627,0.5179745384,0.7526711373,0.7857687245,0.8443081933,0.8495340804,0.8461153049,0.8074927516,0.7637076991,0.8519582491,0.7941912421,0.7576456494,0.8801127776,0.4269427248,0.8628018729,0.7165775175,0.4452158629,0.5555283505
GLOVE+FT+jointcHYB+UKB,0.722,0.662,0.5664463358,0.7596846805,0.7935867467,0.8585045239,0.8659681661,0.8611813958,0.8266518584,0.7747802304,0.8735663354,0.8199286458,0.7699809944,0.907737872,0.4549994666,0.8908423774,0.802491536,0.5290647853,0.5460087233
GLOVE+FT+jointcHYB+LEXVEC,0.689,0.627,0.5233599653,0.7446938062,0.7914852909,0.8511796262,0.8553500072,0.8526124052,0.8085617767,0.7562230264,0.8557792043,0.7905589877,0.7590474955,0.8738403076,0.4332193423,0.8470012712,0.7144464909,0.4424881331,0.5508689096
GLOVE+FT+UKB+LEXVEC,0.704,0.640,0.5322845969,0.766174321,0.7998298455,0.8574245867,0.8607510066,0.858684492,0.8190257277,0.7722493447,0.8651971022,0.7992526076,0.7738250077,0.8827135578,0.4461727847,0.870590902,0.7386619558,0.456326403,0.5716455389
GLOVE+jointcHYB+UKB+LEXVEC,0.710,0.650,0.556238395,0.7562950509,0.7889328152,0.8503365281,0.8581715214,0.8531002024,0.8213209193,0.768933322,0.865385747,0.8117979584,0.7651071606,0.8827572684,0.4311901507,0.8799377368,0.7989653573,0.5132052741,0.5317641846
W2V+FT+jointcHYB+UKB,0.719,0.662,0.5705242967,0.7514324528,0.7809099743,0.8464782692,0.8538360374,0.8491722422,0.8085433617,0.7603159373,0.8605426666,0.7998574248,0.7443284872,0.9062298565,0.4713516542,0.8970736007,0.784808666,0.5422926893,0.5476658767
W2V+FT+jointcHYB+LEXVEC,0.691,0.627,0.526409967,0.7336849979,0.7812080839,0.8401345319,0.8461671924,0.8422070866,0.7957629395,0.7447950464,0.8480985607,0.7764019078,0.7376080268,0.89283256,0.4631363441,0.8761544941,0.6853370509,0.4540577744,0.5516951201
W2V+FT+UKB+LEXVEC,0.706,0.642,0.5349610704,0.7644003116,0.791765046,0.8477357935,0.8528855434,0.8495581651,0.8031405359,0.7562845176,0.8546530733,0.7810058907,0.7509199387,0.8928762706,0.4829817981,0.8765995815,0.722004933,0.4693090585,0.5758727667
W2V+jointcHYB+UKB+LEXVEC,0.709,0.650,0.5597612002,0.7529038983,0.7773643935,0.8396007002,0.8477615043,0.8424537975,0.8088036271,0.7575338378,0.8586519142,0.7973610876,0.7510241959,0.8944498519,0.4459032984,0.88194063,0.7772611663,0.526414656,0.5303986587
FT+jointcHYB+UKB+LEXVEC,0.722,0.665,0.5711493954,0.7580586533,0.7917523078,0.854204191,0.85932652,0.8560361346,0.8194506369,0.7686378645,0.867382657,0.8026921916,0.764105842,0.9023614691,0.4599527858,0.8921776396,0.7980024287,0.5353155834,0.5578077619
GLOVE+W2V+FT+jointcHYB+UKB,0.714,0.652,0.5517330435,0.7551396222,0.79039464,0.8522660274,0.8594434982,0.8549228852,0.8170122175,0.7680139543,0.8645623086,0.807991463,0.755961034,0.9066013966,0.4726769637,0.8852787853,0.7586974354,0.5047836533,0.5540920139
GLOVE+W2V+FT+jointcHYB+LEXVEC,0.685,0.619,0.5093407517,0.7365636702,0.782404057,0.8437223057,0.8492215045,0.8456896521,0.8002443331,0.7504327349,0.8479321515,0.7838054742,0.7459148459,0.8790855787,0.4506796414,0.859908805,0.6844206274,0.4299808474,0.5512894547
GLOVE+W2V+FT+UKB+LEXVEC,0.697,0.631,0.518116198,0.7593559722,0.791340589,0.8500349147,0.8545542917,0.8516689359,0.8089102977,0.7636702045,0.8542578515,0.7874511317,0.7607688634,0.8851176404,0.4635224737,0.8690330962,0.7068552217,0.4420223114,0.5690189353
GLOVE+W2V+jointcHYB+UKB+LEXVEC,0.706,0.642,0.5426711501,0.7549114301,0.7873659692,0.8457752019,0.8534997357,0.8484664558,0.815158304,0.7660758583,0.8592666239,0.80404591,0.7579644213,0.8960452885,0.4507439964,0.8841660668,0.7560767378,0.490503718,0.5409923756
GLOVE+FT+jointcHYB+UKB+LEXVEC,0.714,0.652,0.554130558,0.7624080095,0.7988345541,0.8570939622,0.8628112685,0.8591339576,0.8222744073,0.771336726,0.866361249,0.8099667527,0.7689789258,0.8981652522,0.4510919153,0.8772672126,0.7802019282,0.4988491655,0.5542344627
W2V+FT+jointcHYB+UKB+LEXVEC,0.714,0.653,0.5569721212,0.757033185,0.7899329243,0.8483553413,0.854886434,0.8506438117,0.812308207,0.7633567496,0.8618251648,0.7978720828,0.7547166988,0.9020992056,0.4700524888,0.88616896,0.7630962682,0.5098926934,0.5562427065
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,0.708,0.644,0.5410906469,0.7567453431,0.7931030763,0.8508504669,0.8573469844,0.8531951192,0.8151921331,0.7684106472,0.8599874912,0.7996714561,0.7605723499,0.9005256242,0.4688579003,0.8761544941,0.7481900246,0.4806967239,0.5566128952
